HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458568.50304,2019-03-25.9995855,bE,1.59,16.467,13.842,0.019,10.558,0.189,g
2458568.50433,2019-03-26.0008657,bE,1.55,16.536,13.860,0.019,10.375,0.177,g
2458568.50561,2019-03-26.0021537,bE,1.52,16.482,13.824,0.019,10.719,0.187,g
2458568.68394,2019-03-26.1804984,bi,1.39,16.095,13.843,0.028,10.545,0.266,g
2458568.68516,2019-03-26.1817166,bi,1.40,16.016,13.856,0.030,10.421,0.286,g
2458568.68637,2019-03-26.1829335,bk,1.43,15.655,13.925,0.045,9.772,0.398,g
2458568.68637,2019-03-26.1829339,bi,1.43,15.929,13.911,0.034,9.902,0.310,g
2458568.87441,2019-03-26.3709752,bA,1.72,16.644,13.874,0.020,10.244,0.187,g
2458568.87567,2019-03-26.3722421,bA,1.70,16.800,13.873,0.018,10.249,0.169,g
2458568.87695,2019-03-26.3735168,bA,1.71,16.629,13.849,0.020,10.487,0.188,g
2458569.88867,2019-03-27.3853165,bA,1.77,16.757,13.798,0.018,10.987,0.182,g
2458569.88994,2019-03-27.3865928,bA,1.75,16.680,13.844,0.016,10.525,0.159,g
2458569.89122,2019-03-27.3878633,bA,1.99,16.621,13.891,0.021,10.080,0.195,g
2458570.73308,2019-03-28.2297946,bq,1.45,15.499,13.743,0.043,11.564,0.461,g
2458570.73428,2019-03-28.2310046,bq,1.49,15.624,14.016,0.050,8.985,0.410,g
2458570.73550,2019-03-28.2322202,bq,1.49,15.643,13.922,0.045,9.804,0.403,g
2458571.84850,2019-03-29.3453083,bA,1.71,16.670,13.820,0.016,10.768,0.160,g
2458571.84977,2019-03-29.3465736,bA,1.72,16.729,13.948,0.020,9.576,0.176,g
2458571.85104,2019-03-29.3478467,bA,1.73,16.789,13.993,0.021,9.174,0.175,g
2458572.76014,2019-03-30.2570310,bq,1.50,16.343,13.848,0.022,10.494,0.214,g
2458572.76136,2019-03-30.2582420,bq,1.46,16.249,13.854,0.026,10.430,0.253,g
2458572.76258,2019-03-30.2594574,bq,1.49,15.176,14.017,0.075,8.981,0.620,g
2458575.35042,2019-04-01.8475134,bm,1.93,16.305,13.826,0.022,10.707,0.221,g
2458575.54442,2019-04-02.0415325,bi,1.37,16.470,13.871,0.020,10.278,0.189,g
2458575.54563,2019-04-02.0427468,bi,1.37,16.485,13.911,0.020,9.905,0.186,g
2458575.54685,2019-04-02.0439644,bk,1.42,16.067,13.909,0.030,9.918,0.272,g
2458575.54685,2019-04-02.0439643,bi,1.40,16.466,13.915,0.021,9.861,0.189,g
2458576.70573,2019-04-03.2029370,bq,1.50,15.757,13.826,0.037,10.707,0.364,g
2458576.70695,2019-04-03.2041658,bq,1.51,15.762,13.854,0.038,10.437,0.362,g
2458576.70817,2019-04-03.2053832,bq,1.52,15.937,13.913,0.034,9.883,0.308,g
2458577.60266,2019-04-04.0999534,bE,1.63,16.460,13.877,0.020,10.213,0.191,g
2458577.60393,2019-04-04.1012189,bE,1.62,16.516,13.876,0.019,10.223,0.182,g
2458577.60520,2019-04-04.1024903,bE,1.60,16.451,13.795,0.019,11.015,0.193,g
2458578.63443,2019-04-05.1318125,bE,1.49,16.434,13.827,0.020,10.698,0.196,g
2458578.63570,2019-04-05.1330745,bE,1.46,16.475,13.817,0.019,10.800,0.188,g
2458578.63697,2019-04-05.1343508,bE,1.44,16.469,13.812,0.019,10.839,0.189,g
2458579.63955,2019-04-06.1370224,bE,1.47,16.387,13.811,0.020,10.856,0.204,g
2458579.64081,2019-04-06.1382890,bE,1.50,16.384,13.767,0.020,11.306,0.205,g
2458579.64210,2019-04-06.1395751,bE,1.53,16.455,13.786,0.019,11.106,0.193,g
2458581.73308,2019-04-08.2307328,bA,2.37,15.995,13.785,0.029,11.119,0.291,g
2458581.73436,2019-04-08.2320138,bA,2.35,16.187,13.789,0.024,11.079,0.244,g
2458581.73563,2019-04-08.2332861,bA,2.28,16.390,13.740,0.019,11.589,0.204,g
2458582.68696,2019-04-09.1847001,bq,1.47,16.510,13.759,0.017,11.396,0.183,g
2458582.68818,2019-04-09.1859230,bq,1.48,16.469,13.737,0.018,11.620,0.190,g
2458582.68939,2019-04-09.1871385,bq,1.44,16.427,13.731,0.018,11.689,0.198,g
2458583.64834,2019-04-10.1461730,bk,1.51,15.942,13.749,0.029,11.486,0.306,g
2458583.64835,2019-04-10.1461731,bi,1.50,16.260,13.734,0.021,11.651,0.231,g
2458583.64957,2019-04-10.1473910,bk,1.52,15.753,13.763,0.035,11.351,0.364,g
2458583.64957,2019-04-10.1473912,bi,1.53,16.266,13.735,0.021,11.639,0.229,g
2458583.65079,2019-04-10.1486082,bi,1.54,16.216,13.710,0.022,11.909,0.240,g
2458585.50326,2019-04-12.0012600,bE,1.46,16.409,13.702,0.018,11.995,0.200,g
2458585.50460,2019-04-12.0026074,bE,1.44,16.320,13.767,0.021,11.302,0.217,g
2458585.50589,2019-04-12.0038847,bE,1.47,16.350,13.716,0.019,11.851,0.211,g
2458589.74622,2019-04-16.2446127,bA,2.27,15.859,13.731,0.031,11.685,0.331,g
2458589.74749,2019-04-16.2458842,bA,2.28,15.757,13.725,0.034,11.756,0.363,g
2458589.74877,2019-04-16.2471637,bA,2.29,15.918,13.760,0.030,11.376,0.313,g
2458591.52541,2019-04-18.0239614,bE,1.54,15.897,13.847,0.033,10.499,0.319,g
2458591.52668,2019-04-18.0252392,bE,1.50,15.808,13.839,0.036,10.577,0.347,g
2458591.52796,2019-04-18.0265135,bE,1.46,15.981,13.870,0.031,10.282,0.296,g
2458592.79720,2019-04-19.2958841,bA,2.26,15.574,13.829,0.044,10.676,0.429,g
2458592.79847,2019-04-19.2971569,bA,2.18,15.837,13.764,0.033,11.330,0.338,g
2458592.79974,2019-04-19.2984200,bA,2.13,15.746,13.870,0.039,10.286,0.367,g
2458593.63843,2019-04-20.1371968,bq,1.52,15.900,13.882,0.034,10.165,0.318,g
2458593.63966,2019-04-20.1384164,bq,1.53,16.067,13.906,0.030,9.939,0.273,g
2458593.64087,2019-04-20.1396342,bq,1.52,15.933,13.866,0.033,10.320,0.309,g
2458594.61450,2019-04-21.1133504,bE,1.55,15.774,13.945,0.041,9.594,0.357,g
2458594.61578,2019-04-21.1146312,bE,1.51,15.704,13.929,0.043,9.742,0.381,g
2458594.61705,2019-04-21.1159001,bE,1.50,15.716,13.898,0.041,10.019,0.377,g
2458595.79274,2019-04-22.2917043,bA,2.13,16.665,13.783,0.015,11.137,0.159,g
2458595.79400,2019-04-22.2929732,bA,2.11,16.536,13.784,0.017,11.132,0.179,g
2458595.79528,2019-04-22.2942498,bA,2.10,16.662,13.771,0.015,11.262,0.160,g
2458597.61235,2019-04-24.1114965,bE,1.54,13.716,13.652,0.210,12.563,2.402,g
2458597.61362,2019-04-24.1127667,bE,1.59,99.990,99.990,99.990,99.990,99.990,g
2458597.61490,2019-04-24.1140437,bE,1.45,99.990,99.990,99.990,99.990,99.990,g
2458598.77888,2019-04-25.2781450,bA,1.70,16.604,13.794,0.016,11.027,0.169,g
2458598.78016,2019-04-25.2794173,bA,1.69,16.650,13.874,0.017,10.245,0.163,g
2458598.78143,2019-04-25.2806942,bA,1.66,16.704,13.794,0.015,11.027,0.155,g
2458600.77145,2019-04-27.2709072,bA,1.74,16.577,13.803,0.017,10.932,0.173,g
2458600.77273,2019-04-27.2721803,bA,1.73,16.611,13.818,0.017,10.786,0.168,g
2458600.77400,2019-04-27.2734526,bA,1.73,16.691,13.861,0.016,10.369,0.157,g
2458601.50140,2019-04-28.0009202,bi,1.51,16.484,13.847,0.019,10.496,0.186,g
2458601.50261,2019-04-28.0021373,bi,1.44,16.372,13.871,0.022,10.271,0.206,g
2458601.50384,2019-04-28.0033718,bi,1.43,16.409,13.850,0.021,10.468,0.200,g
2458601.50384,2019-04-28.0033712,bk,1.44,16.012,13.865,0.030,10.333,0.287,g
2458604.65838,2019-05-01.1582173,bq,1.48,16.421,13.839,0.020,10.577,0.198,g
2458604.65959,2019-05-01.1594322,bq,1.47,16.346,13.795,0.021,11.020,0.213,g
2458604.66081,2019-05-01.1606505,bq,1.50,16.354,13.843,0.022,10.543,0.211,g
2458605.65130,2019-05-02.1512312,bq,1.48,16.420,13.835,0.020,10.617,0.198,g
2458605.65251,2019-05-02.1524434,bq,1.44,16.421,13.782,0.019,11.145,0.198,g
2458605.65372,2019-05-02.1536567,bq,1.49,16.356,13.754,0.020,11.439,0.210,g
2458606.67270,2019-05-03.1727322,bq,1.52,16.320,13.742,0.020,11.568,0.219,g
2458606.67392,2019-05-03.1739531,bq,1.51,16.259,13.811,0.023,10.856,0.230,g
2458606.67514,2019-05-03.1751733,bq,1.55,16.221,13.720,0.022,11.801,0.239,g
2458607.65578,2019-05-04.1559065,bq,1.48,16.290,13.740,0.021,11.594,0.223,g
2458607.65701,2019-05-04.1571348,bq,1.45,16.321,13.743,0.020,11.553,0.217,g
2458607.65822,2019-05-04.1583512,bq,1.44,16.399,13.778,0.020,11.183,0.202,g
2458609.54453,2019-05-06.0448396,bi,1.61,16.255,13.666,0.020,12.405,0.232,g
2458609.54574,2019-05-06.0460546,bi,1.49,16.337,13.777,0.021,11.198,0.215,g
2458609.54696,2019-05-06.0472783,bi,1.50,16.279,13.751,0.021,11.465,0.226,g
2458609.54696,2019-05-06.0472788,bk,1.50,15.794,13.696,0.032,12.061,0.351,g
2458610.68205,2019-05-07.1824768,bq,1.50,15.331,13.608,0.046,13.090,0.544,g
2458610.68327,2019-05-07.1836913,bq,1.53,15.853,13.789,0.033,11.082,0.336,g
2458610.68448,2019-05-07.1849086,bq,1.52,15.942,13.707,0.028,11.944,0.309,g
2458611.62728,2019-05-08.1278049,bq,2.05,16.243,13.609,0.019,13.067,0.236,g
2458611.62850,2019-05-08.1290208,bq,2.06,16.063,13.705,0.025,11.967,0.276,g
2458611.62972,2019-05-08.1302384,bq,2.05,16.130,13.703,0.023,11.986,0.260,g
2458611.68644,2019-05-08.1869600,bq,1.48,16.207,13.666,0.021,12.408,0.243,g
2458613.24434,2019-05-09.7450141,bm,1.49,16.415,13.815,0.020,10.815,0.199,g
2458613.24556,2019-05-09.7462261,bm,1.52,16.439,13.797,0.019,10.992,0.195,g
2458613.24676,2019-05-09.7474336,bm,1.46,16.380,13.786,0.020,11.113,0.206,g
2458619.73865,2019-05-16.2399533,bA,2.26,15.539,13.856,0.047,10.418,0.443,g
2458619.73992,2019-05-16.2412218,bA,2.26,15.434,13.818,0.050,10.790,0.488,g
2458620.26413,2019-05-16.7654811,bm,1.56,15.789,13.938,0.040,9.657,0.352,g
2458620.26535,2019-05-16.7666976,bm,1.51,15.767,14.022,0.044,8.936,0.359,g
2458620.26659,2019-05-16.7679359,bm,1.59,15.711,13.948,0.043,9.560,0.378,g
2458621.62904,2019-05-18.1305206,bq,1.62,15.447,13.911,0.053,9.904,0.483,g
2458621.63025,2019-05-18.1317370,bq,1.63,15.211,13.945,0.068,9.596,0.599,g
2458621.63147,2019-05-18.1329534,bq,1.59,15.444,13.960,0.056,9.458,0.484,g
2458622.50606,2019-05-19.0076209,bE,1.53,15.937,13.875,0.033,10.236,0.307,g
2458622.50732,2019-05-19.0088881,bE,1.55,15.695,13.958,0.044,9.481,0.384,g
2458622.50860,2019-05-19.0101650,bE,1.49,15.778,13.912,0.039,9.893,0.356,g
2458623.62174,2019-05-20.1234133,bq,2.26,15.764,13.779,0.035,11.185,0.363,g
2458623.62296,2019-05-20.1246256,bq,2.22,15.728,13.860,0.039,10.376,0.375,g
2458623.62417,2019-05-20.1258416,bq,2.17,15.736,13.836,0.038,10.604,0.372,g
2458623.64813,2019-05-20.1498091,bq,1.49,15.728,13.827,0.038,10.696,0.373,g
2458623.64935,2019-05-20.1510218,bq,1.48,15.674,13.805,0.039,10.914,0.392,g
2458623.65056,2019-05-20.1522393,bq,1.45,15.519,13.756,0.043,11.415,0.452,g
2458624.52561,2019-05-21.0273697,bi,1.43,15.894,13.944,0.036,9.603,0.320,g
2458624.52561,2019-05-21.0273703,bk,1.43,15.427,13.940,0.056,9.639,0.491,g
2458624.52684,2019-05-21.0285940,bk,1.51,15.309,13.889,0.059,10.106,0.547,g
2458624.52684,2019-05-21.0285936,bi,1.47,15.821,13.937,0.039,9.664,0.342,g
2458624.52806,2019-05-21.0298104,bi,1.51,15.788,13.831,0.036,10.653,0.353,g
2458624.52806,2019-05-21.0298107,bk,1.55,15.353,13.901,0.058,9.998,0.526,g
2458625.48764,2019-05-21.9894821,bi,1.43,16.365,13.830,0.021,10.670,0.209,g
2458625.48764,2019-05-21.9894824,bk,1.48,15.918,13.948,0.036,9.570,0.313,g
2458625.48886,2019-05-21.9906980,bk,1.48,15.977,13.891,0.032,10.078,0.296,g
2458625.48886,2019-05-21.9906978,bi,1.40,16.351,13.868,0.022,10.302,0.210,g
2458625.49006,2019-05-21.9919137,bi,1.38,16.366,13.863,0.022,10.348,0.208,g
2458627.24872,2019-05-23.7507298,bm,1.53,16.417,13.884,0.021,10.142,0.198,g
2458627.24993,2019-05-23.7519326,bm,1.52,16.513,13.841,0.019,10.555,0.182,g
2458627.25114,2019-05-23.7531406,bm,1.48,16.462,13.801,0.019,10.955,0.191,g
2458631.24816,2019-05-27.7505299,bm,1.59,16.279,13.814,0.023,10.825,0.227,g
2458631.24940,2019-05-27.7517636,bm,1.48,16.215,13.752,0.023,11.458,0.240,g
2458631.25060,2019-05-27.7529699,bm,1.58,16.283,13.761,0.021,11.375,0.226,g
2458636.21267,2019-06-01.7154738,bm,1.49,15.634,13.715,0.037,11.861,0.408,g
2458636.21388,2019-06-01.7166862,bm,1.52,15.695,13.739,0.036,11.592,0.386,g
2458636.21509,2019-06-01.7179005,bm,1.48,16.013,13.837,0.030,10.597,0.294,g
2458636.49013,2019-06-01.9929594,bE,1.47,16.404,13.753,0.019,11.447,0.201,g
2458636.49140,2019-06-01.9942314,bE,1.48,16.326,13.736,0.020,11.636,0.216,g
2458636.49272,2019-06-01.9955517,bE,1.44,16.385,13.779,0.020,11.182,0.205,g
2458638.48221,2019-06-03.9852116,bE,1.53,16.379,13.774,0.020,11.223,0.206,g
2458638.48348,2019-06-03.9864787,bE,1.52,16.425,13.728,0.018,11.717,0.198,g
2458638.48475,2019-06-03.9877486,bE,1.55,16.413,13.761,0.019,11.373,0.200,g
2458640.47289,2019-06-05.9760601,bi,1.46,16.295,13.827,0.023,10.696,0.222,g
2458640.47412,2019-06-05.9772851,bk,1.69,15.709,13.776,0.037,11.213,0.379,g
2458640.47412,2019-06-05.9772851,bi,1.45,16.265,13.885,0.024,10.140,0.229,g
2458640.47534,2019-06-05.9785015,bi,1.44,16.263,13.869,0.024,10.283,0.229,g
2458640.47534,2019-06-05.9785006,bk,1.64,15.810,13.780,0.034,11.174,0.346,g
2458644.45079,2019-06-09.9542789,bE,1.52,16.051,13.919,0.031,9.825,0.277,g
2458644.45208,2019-06-09.9555629,bE,1.56,16.157,13.872,0.027,10.263,0.252,g
2458644.45335,2019-06-09.9568383,bE,1.56,15.968,13.909,0.033,9.913,0.299,g
2458646.44636,2019-06-11.9500017,bi,2.03,15.489,13.841,0.048,10.560,0.465,g
2458646.44757,2019-06-11.9512172,bk,1.71,15.217,13.902,0.065,9.983,0.595,g
2458646.44758,2019-06-11.9512170,bi,2.06,15.631,13.908,0.045,9.933,0.408,g
2458646.44879,2019-06-11.9524320,bk,1.66,15.289,13.867,0.059,10.308,0.558,g
2458646.44880,2019-06-11.9524329,bi,2.03,15.548,13.828,0.045,10.683,0.441,g
2458648.44998,2019-06-13.9537673,bk,1.60,15.125,13.929,0.073,9.732,0.648,g
2458648.44998,2019-06-13.9537666,bi,1.69,15.622,13.913,0.046,9.884,0.411,g
2458648.45118,2019-06-13.9549805,bk,1.53,15.289,13.904,0.061,9.968,0.558,g
2458648.45119,2019-06-13.9549803,bi,1.74,15.524,13.906,0.049,9.946,0.449,g
2458648.45240,2019-06-13.9561973,bk,1.47,15.187,13.854,0.064,10.427,0.612,g
2458648.45241,2019-06-13.9561972,bi,1.80,15.613,14.020,0.051,8.953,0.414,g
2458650.44996,2019-06-15.9539001,bi,1.53,15.335,13.841,0.055,10.558,0.535,g
2458650.44997,2019-06-15.9539010,bk,1.59,15.332,13.952,0.062,9.531,0.537,g
2458650.45118,2019-06-15.9551215,bi,1.61,15.352,13.822,0.054,10.753,0.527,g
2458650.45119,2019-06-15.9551216,bk,1.54,15.044,13.980,0.083,9.294,0.698,g
2458650.45240,2019-06-15.9563339,bi,1.58,15.525,13.955,0.052,9.506,0.449,g
2458651.44746,2019-06-16.9514664,bk,2.08,14.823,13.833,0.088,10.640,0.856,g
2458651.44867,2019-06-16.9526809,bi,2.04,15.320,13.774,0.053,11.229,0.542,g
2458653.44392,2019-06-18.9480689,bE,2.45,15.342,13.758,0.051,11.396,0.532,g
2458755.97672,2019-09-29.4801288,bq,1.46,15.841,14.170,0.050,7.795,0.354,g
2458755.97794,2019-09-29.4813399,bq,1.51,15.502,13.917,0.051,9.845,0.462,g
2458755.97916,2019-09-29.4825582,bq,1.48,15.734,13.787,0.036,11.096,0.373,g
2458756.13336,2019-09-29.6367481,bA,1.68,16.178,13.814,0.025,10.825,0.248,g
2458756.13465,2019-09-29.6380355,bA,1.68,16.392,13.802,0.020,10.938,0.205,g
2458756.13594,2019-09-29.6393194,bA,1.68,16.165,13.902,0.027,9.986,0.250,g
2458757.13310,2019-09-30.6364100,bA,1.71,16.222,13.798,0.024,10.980,0.238,g
2458757.13440,2019-09-30.6377021,bA,1.67,16.188,13.833,0.025,10.640,0.244,g
2458757.13568,2019-09-30.6389886,bA,1.67,16.216,13.818,0.024,10.789,0.240,g
2458758.13639,2019-10-01.6396174,bA,2.11,16.009,13.836,0.030,10.607,0.289,g
2458758.13768,2019-10-01.6409069,bA,2.12,16.077,13.797,0.027,10.994,0.271,g
2458758.13897,2019-10-01.6421936,bA,2.19,15.873,13.844,0.034,10.527,0.327,g
2458762.10689,2019-10-05.6097771,bA,1.73,16.642,13.814,0.016,10.825,0.164,g
2458762.10818,2019-10-05.6110686,bA,1.75,16.639,13.796,0.016,11.001,0.164,g
2458762.10946,2019-10-05.6123609,bA,1.75,16.437,13.844,0.020,10.530,0.195,g
2458763.11023,2019-10-06.6130246,bA,1.72,16.446,13.805,0.019,10.916,0.195,g
2458763.11152,2019-10-06.6143199,bA,1.65,16.581,13.802,0.017,10.943,0.172,g
2458763.11280,2019-10-06.6156013,bA,1.68,16.577,13.758,0.016,11.404,0.173,g
2458764.11752,2019-10-07.6202332,bA,1.66,16.608,13.824,0.017,10.726,0.169,g
2458764.11880,2019-10-07.6215164,bA,1.69,16.535,13.916,0.020,9.853,0.180,g
2458764.12009,2019-10-07.6228049,bA,1.70,16.541,13.933,0.020,9.705,0.178,g
2458765.11302,2019-10-08.6156408,bA,1.79,16.671,13.872,0.017,10.264,0.159,g
2458765.11430,2019-10-08.6169271,bA,1.74,16.616,13.812,0.017,10.847,0.168,g
2458765.11560,2019-10-08.6182173,bA,1.76,16.616,13.779,0.016,11.188,0.167,g
2458765.94680,2019-10-09.4493494,bq,1.51,16.292,13.777,0.022,11.199,0.223,g
2458765.94801,2019-10-09.4505619,bq,1.52,16.310,13.888,0.023,10.119,0.219,g
2458769.96345,2019-10-13.4656319,bq,1.76,99.990,99.990,99.990,99.990,99.990,g
2458769.96467,2019-10-13.4668493,bq,2.26,99.990,99.990,99.990,99.990,99.990,g
2458772.06686,2019-10-15.5688516,bA,1.78,15.660,13.862,0.042,10.354,0.397,g
2458772.06815,2019-10-15.5701406,bA,1.72,15.795,13.929,0.039,9.738,0.350,g
2458772.06945,2019-10-15.5714406,bA,1.72,15.789,13.858,0.037,10.400,0.353,g
2458775.97816,2019-10-19.4797803,bq,1.51,16.169,13.839,0.026,10.577,0.250,g
2458775.97938,2019-10-19.4809994,bq,1.53,16.070,13.876,0.029,10.224,0.274,g
2458775.98060,2019-10-19.4822144,bq,1.57,16.091,13.912,0.030,9.887,0.268,g
2458782.95555,2019-10-26.4564909,bq,1.48,16.443,13.766,0.019,11.314,0.195,g
2458782.95677,2019-10-26.4577093,bq,1.51,16.419,13.733,0.018,11.663,0.200,g
2458782.95798,2019-10-26.4589229,bq,1.54,16.480,13.786,0.018,11.111,0.189,g
2458783.97720,2019-10-27.4780493,bq,1.53,16.498,13.763,0.018,11.336,0.186,g
2458783.97842,2019-10-27.4792646,bq,1.48,16.547,13.826,0.018,10.713,0.178,g
2458788.93786,2019-11-01.4382101,bq,1.60,16.452,13.813,0.019,10.837,0.192,g
2458788.93908,2019-11-01.4394292,bq,1.62,16.498,13.798,0.018,10.980,0.185,g
2458788.94029,2019-11-01.4406497,bq,1.61,16.287,13.734,0.021,11.646,0.224,g
2458790.98990,2019-11-03.4900427,bq,1.61,99.990,99.990,99.990,99.990,99.990,g
2458791.11623,2019-11-03.6163594,bA,1.63,16.708,13.768,0.015,11.292,0.154,g
2458791.11752,2019-11-03.6176506,bA,1.68,16.694,13.805,0.015,10.920,0.155,g
2458791.11881,2019-11-03.6189402,bA,1.67,16.788,13.834,0.014,10.629,0.143,g
2458791.82306,2019-11-04.3231208,bi,1.45,16.221,13.830,0.024,10.670,0.237,g
2458791.82427,2019-11-04.3243387,bi,1.44,16.265,13.843,0.024,10.541,0.228,g
2458791.82549,2019-11-04.3255582,bi,1.45,16.320,13.860,0.023,10.376,0.217,g
2458792.97327,2019-11-05.4732188,bq,1.47,16.480,13.872,0.020,10.265,0.187,g
2458792.97450,2019-11-05.4744428,bq,1.44,16.524,13.816,0.018,10.798,0.180,g
2458795.10311,2019-11-07.6028381,bA,1.69,16.779,13.826,0.015,10.704,0.147,g
2458795.10439,2019-11-07.6041234,bA,1.76,16.703,13.820,0.015,10.766,0.154,g
2458795.10569,2019-11-07.6054216,bA,1.72,16.582,13.854,0.018,10.434,0.173,g
2458796.03518,2019-11-08.5348270,bA,1.59,15.014,13.911,0.080,9.900,0.719,g
2458796.03648,2019-11-08.5361266,bA,1.67,14.794,13.886,0.095,10.126,0.880,g
2458796.03778,2019-11-08.5374233,bA,1.66,14.972,13.760,0.072,11.382,0.750,g
2458797.06485,2019-11-09.5643956,bA,1.69,16.134,13.855,0.027,10.425,0.258,g
2458797.06614,2019-11-09.5656763,bA,1.67,16.227,13.776,0.023,11.220,0.238,g
2458797.06744,2019-11-09.5669785,bA,1.67,16.238,13.896,0.025,10.044,0.234,g
2458798.07277,2019-11-10.5722075,bA,2.02,16.083,13.885,0.029,10.141,0.269,g
2458798.07406,2019-11-10.5734997,bA,2.03,16.084,13.805,0.027,10.913,0.269,g
2458798.07535,2019-11-10.5747886,bA,2.01,16.018,13.850,0.030,10.474,0.285,g
2458798.82270,2019-11-11.3220682,bE,1.44,15.800,13.775,0.034,11.221,0.349,g
2458798.82396,2019-11-11.3233391,bE,1.50,15.958,13.849,0.031,10.481,0.302,g
2458798.82523,2019-11-11.3246005,bE,1.47,15.782,13.776,0.035,11.207,0.354,g
2458801.08040,2019-11-13.5795467,bA,1.72,15.811,13.851,0.036,10.463,0.345,g
2458801.08170,2019-11-13.5808387,bA,1.67,15.974,13.948,0.034,9.569,0.297,g
2458801.08298,2019-11-13.5821232,bA,1.78,15.964,13.784,0.030,11.129,0.300,g
2458802.06846,2019-11-14.5675077,bA,1.99,15.794,13.843,0.036,10.543,0.351,g
2458802.06975,2019-11-14.5687987,bA,1.99,15.972,13.800,0.030,10.970,0.298,g
2458802.07104,2019-11-14.5700869,bA,1.78,15.820,13.785,0.034,11.121,0.343,g
2458803.84844,2019-11-16.3473096,bq,1.55,15.695,13.725,0.036,11.756,0.386,g
2458812.08674,2019-11-24.5848204,bA,2.01,16.720,13.746,0.014,11.518,0.151,g
2458812.08800,2019-11-24.5860886,bA,2.02,16.766,13.751,0.014,11.471,0.146,g
2458812.08927,2019-11-24.5873533,bA,2.02,16.625,13.699,0.015,12.033,0.165,g
2458812.81890,2019-11-25.3169166,bq,1.74,16.266,13.832,0.023,10.644,0.229,g
2458812.82012,2019-11-25.3181361,bq,1.69,16.294,13.770,0.021,11.268,0.222,g
2458812.82134,2019-11-25.3193543,bq,1.70,16.283,13.702,0.020,12.006,0.227,g
2458813.56811,2019-11-26.0660490,bm,1.51,16.376,13.803,0.020,10.933,0.206,g
2458813.56931,2019-11-26.0672540,bm,1.48,16.365,13.805,0.021,10.912,0.209,g
2458813.57052,2019-11-26.0684577,bm,1.49,16.425,13.832,0.020,10.648,0.197,g
2458814.12574,2019-11-26.6236258,bA,1.71,16.780,13.737,0.013,11.616,0.145,g
2458814.56920,2019-11-27.0670473,bm,1.50,16.364,13.812,0.021,10.851,0.208,g
2458814.57040,2019-11-27.06825,bm,1.52,16.469,13.842,0.019,10.548,0.189,g
2458815.13265,2019-11-27.6304479,bA,1.66,16.555,13.876,0.019,10.220,0.177,g
2458815.13393,2019-11-27.6317261,bA,1.69,16.732,13.748,0.014,11.508,0.151,g
2458815.13520,2019-11-27.6330023,bA,1.67,16.792,13.821,0.019,10.758,0.184,g
2458815.54763,2019-11-28.0453956,bm,1.51,16.356,13.855,0.022,10.419,0.210,g
2458815.54884,2019-11-28.0466076,bm,1.50,16.356,13.784,0.020,11.127,0.210,g
2458815.55006,2019-11-28.0478195,bm,1.53,16.345,13.796,0.021,10.998,0.212,g
2458816.07280,2019-11-28.5705113,bA,1.67,16.560,13.827,0.018,10.699,0.175,g
2458816.07407,2019-11-28.5717826,bA,1.70,16.573,13.812,0.017,10.848,0.173,g
2458816.07535,2019-11-28.5730563,bA,1.68,16.463,13.860,0.020,10.372,0.192,g
2458818.80608,2019-12-01.3035429,bq,1.62,15.245,13.797,0.061,11.000,0.608,g
2458819.50045,2019-12-01.9978461,bm,1.48,16.251,13.844,0.024,10.522,0.231,g
2458820.96318,2019-12-03.4604589,bA,1.64,16.702,13.757,0.015,11.406,0.155,g
2458820.96444,2019-12-03.4617221,bA,1.71,16.642,13.812,0.016,10.842,0.162,g
2458820.96572,2019-12-03.4629998,bA,1.71,16.709,13.770,0.015,11.268,0.154,g
2458821.96336,2019-12-04.4605523,bA,1.74,16.661,13.784,0.015,11.124,0.160,g
2458821.96465,2019-12-04.4618322,bA,1.72,16.833,13.772,0.013,11.252,0.137,g
2458821.96592,2019-12-04.4631068,bA,1.72,16.804,13.775,0.013,11.226,0.141,g
2458823.52711,2019-12-06.0241662,bm,1.45,99.990,99.990,99.990,99.990,99.990,g
2458823.52835,2019-12-06.0254021,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458823.52955,2019-12-06.0266158,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458825.02523,2019-12-07.5221482,bA,1.69,16.506,13.845,0.019,10.517,0.185,g
2458825.02649,2019-12-07.5234203,bA,1.71,16.558,13.774,0.017,11.236,0.175,g
2458825.02778,2019-12-07.5246987,bA,1.67,16.615,13.797,0.016,10.998,0.167,g
2458826.14272,2019-12-08.6395648,bA,1.74,16.761,13.797,0.015,10.990,0.149,g
2458826.14400,2019-12-08.6408348,bA,1.73,16.693,13.751,0.015,11.474,0.157,g
2458826.14527,2019-12-08.6421098,bA,1.74,16.749,13.744,0.014,11.544,0.150,g
2458826.84363,2019-12-09.3404068,bq,1.35,13.828,>13.828,99.990,10.345,2.146,g
2458826.84485,2019-12-09.3416259,bq,1.54,14.915,13.951,0.090,9.546,0.787,g
2458829.06030,2019-12-11.5568910,bA,1.98,16.050,13.798,0.028,10.991,0.278,g
2458829.06156,2019-12-11.5581625,bA,1.98,16.090,13.842,0.028,10.549,0.268,g
2458829.06285,2019-12-11.5594409,bA,1.71,15.973,13.726,0.028,11.738,0.299,g
